text,isdog
"Magna Carta of Chester, or Cheshire, was a charter of rights issued in 1215 in the style of Magna Carta. [1] The charter is primarily concerned with the relationship between the Earl of Chester and his barons, though the final clause states that the barons must allow similar concessions to their own tenants.[2]",0
Birsinghpur railway station is a railway station on Bilaspur–Katni line under Bilaspur railway division of South East Central Railway Zone of Indian Railways. The railway station is situated beside National Highway 43 at Pali Birsinghpur in Umaria district in the Indian state of Madhya Pradesh.[1][2],0
"George Marcus Cruikshank (March 15, 1857[1] – September 15, 1936) was an American educator, newspaper editor, and historian active mostly in Birmingham, Alabama.[2] He had political appointments on staff at Congress and as US Postmaster of Birmingham.",0
"New Territories North-east was a geographical constituency in the election for the Legislative Council of Hong Kong in 1995, which elects one member of the Legislative Council using the first-past-the-post voting system. The constituency covers south-eastern part of Tsuen Wan District and northern part of Kwai Tsing District in New Territories.[1]",0
"Buczyniec [buˈt͡ʂɨɲet͡s] (German: Buchwalde)[1] is a village in the administrative district of Gmina Rychliki, within Elbląg County, Warmian-Masurian Voivodeship, in northern Poland.[2] It lies approximately 5 kilometres (3 mi) south-east of Rychliki, 19 km (12 mi) south-east of Elbląg, and 64 km (40 mi) west of the regional capital Olsztyn.",0
"The Colour TV case[1] was a legal case against J. Jayalalithaa, the late Chief Minister of Tamil Nadu, a state in South India from 1991–1996. J.Jayalalithaa, her associate VK Sasikala, and her ministerial colleague T. M. Selvaganapathy were charged with misusing their office to buy colour televisions at a higher price than quoted, then receiving substantial kickbacks. Jayalalithaa, Sasikala, and seven others were arrested and remanded to judicial custody on 7 December 1998. The case and chargesheet were filed during the Dravida Munnetra Kazhagam (DMK) government headed by M. Karunanidhi in 1998. On 30 May 2000, Jayalalithaa and Sasikala were acquitted while a lower court convicted Selvaganapathy and six others and sentenced them to five years of rigorous imprisonment with a fine of ₹10,000 (US$200). It was one of the first instances where an ex-chief minister was arrested and sent to jail and one of the earliest examples of the conviction of a Member of Parliament in a corruption case. Selvaganapathy was a member of Parliament from the Tiruchengode constituency in Lok Sabha at the time of the verdict.",0
"Hello Waveforms is the ninth album by British electronic musician and record producer, William Orbit. It was released in the UK on 20 February 2006. It is a mostly instrumental ambient record, with only four tracks containing vocals: ""Spiral"", featuring Kenna and the Sugababes, ""They Live In The Sky"", sung by Annette and Paulette Morris, and ""Bubble Universe"", which is based on a song previously recorded with Madonna called ""Liquid Love"", and has vocals by Laurie Mayer. Mayer also collaborates and co-writes other tracks of the record. All tracks are written by Orbit, either alone or in collaboration with Laurie Mayer and Rico Conning. The second track, ""Humming Chorus"", is from the opera ""Madame Butterfly"". In the United States, the album reached number ten on the Billboard Top Electronic Albums chart.",0
"Lane Park is a large park located in Birmingham, Alabama. The park is home to the Birmingham Zoo and the Birmingham Botanical Gardens.[1][2] The park is located between Mountain Brook and Homewood on the southern slope of Red Mountain and is adjacent to U.S. Highway 280.",0
"Milton Cuyler, Jr. (born October 7, 1968) is a former major league outfielder drafted by the Detroit Tigers in the second round of the 1986 amateur draft. He finished third behind Juan Guzman and winner Chuck Knoblauch for the 1991 American League Rookie of the Year award.",0
"Epifanio Obdulio ""Epy"" Guerrero (January 3, 1942 - May 23, 2013[1])  was a Dominican baseball scout who signed more than 50 Major League Baseball (MLB) players for the Houston Astros, New York Yankees, Toronto Blue Jays and Milwaukee Brewers. Epy was the brother of former shortstop Mario Guerrero, and had two sons, Epy Jr. (Sandy) and Mike, who played and Coached minor league ball.[2]",0
"Pierre Lemonnier (born 6 July 1993) is a French footballer who plays as a defender for Guingamp of Ligue 2. He previously appeared in the Coupe de la Ligue for Ligue 2 club Dijon, played in the fourth and fifth tiers for Rennes B, Dijon B and Granville, with whom he reached the quarter-finals of the 2015–16 Coupe de France, and helped Le Mans gain promotion to the Championnat National in 2017–18 and to Ligue 2 the following season.",0
"Coordinates: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}55°25′37.95″N 5°36′39.42″W﻿ / ﻿55.4272083°N 5.6109500°W﻿ / 55.4272083; -5.6109500",0
"Polyphonic, also known as Polyphonic the Verbose, is an American musician and record producer. He was born Will Freyman and grew up in Champaign, Illinois. His father persuaded him to take classical piano lessons as a child. In middle and high school, he learned to play jazz trombone. He attended college at the University of Illinois at Urbana–Champaign before moving to San Francisco, then to New York City, then back to San Francisco, and finally moving to the Chicago neighborhood of Wicker Park. He subsequently met rapper Serengeti at a party, and the two soon began collaborating. This resulted in the album Don't Give Up, which was released on the Audio 8 Recordings label in 2007. Polyphonic and Serengeti then briefly parted ways, with Polyphonic working with Ben Lamar on the Juba Dance project, before being signed to Anticon by Doseone. Serengeti and Polyphonic then released their second album together, Terradactyl, on Anticon in 2009.[1][2]",0
"Meribah is a small settlement in the Brown's Well district of the Murray Mallee region of South Australia, not far from the border with Victoria. It was the original terminus of the Barmera railway line from May 7, 1913,[1] until the line was extended to Paringa later the same year.[2] It is about 70 km north of Pinnaroo and 45 km southeast of Loxton.",0
"Techno Park Stellenbosch is a technology focused science park situated on land previously owned by Stellenbosch Municipality, adjoining the farm Kleine Zalze which is located to the south of the town Stellenbosch and adjacent to the Stellenbosch Golf Club.",0
"In 1905 the Prussian state railways grouped six-coupled, medium-powered, goods train, tank locomotives into its  Class G 3. In addition to standard locomotives, there were also 285 G 3s that were not built to German state railway norms, because they had been built, in most cases, before the foundation of the Prussian state railways.",0
"Quiet Days in Clichy is a novella written by Henry Miller. It is based on his experience as a Parisian expatriate in the early 1930s, when he and Alfred Perlès shared a small apartment in suburban Clichy as struggling writers (at 4 Avenue Anatole-France).[1][2] It takes place around the time Miller was writing Black Spring.[3][4] According to his photographer friend George Brassaï, Miller admitted the title is “completely misleading.”[5]",0
"Gordon F. Brown (birth registered fourth ¼ 1930[3]) is an English World Cup winning former professional rugby league footballer who played in the 1950s and 1960s, and coached in the 1960s. He played at representative level for Great Britain, and at club level for Leeds and Keighley, as a stand-off,[1] and coached at club level for Keighley.[2]",0
"Singan Rural District (Persian: دهستان سینکان) is in the Central District of Golshan County, Sistan and Baluchestan province, Iran. Its capital is the village of Singan,[2] whose population at the National Census of 2016 was 1,033 people in 254 households.[3]",0
"British singer Alexandra Burke has recorded songs for two studio albums. She has collaborated with other artists for duets and featured songs on her albums. Burke has also contributed vocals for charity singles. After she won the fifth series of The X Factor in December 2008, Burke signed a £1 million recording contract with Syco Music.[1] Her first single, ""Hallelujah"", was made available to purchase the day after she won the singing competition on 14 December 2008.[2]",0
"John of Austria (Spanish: Juan, German: Johann; 24 February 1547 – 1 October 1578) was the illegitimate son of Holy Roman Emperor Charles V. Charles V met his son only once, recognizing him in a codicil to his will. John became a military leader in the service of his half-brother, King Philip II of Spain, Charles V's heir, and is best known for his role as the admiral of the Holy Alliance fleet at the Battle of Lepanto.",0
eMusic Session EP is an album by American singer-songwriter Chan Marshall published in 2006 by Matador Records exclusively for the eMusic online music store. The recording is an edited portion of Marshall's appearance on KCRW's Morning Becomes Eclectic broadcast in June 2006. It includes two songs from Marshall's previous albums The Greatest and You Are Free as well as two previously unreleased cover songs.,0
"The Partnership of a European Group of Aeronautics and Space UniversitieS (PEGASUS) is a network[1] of aeronautical universities in Europe[2] created in order to facilitate student exchanges and collaborative research between universities.It has been originally created by the  groupement des écoles aéronautiques françaises (group of French aeronautical grandes écoles)  (ENAC, ENSMA and ISAE)[3] in 1998.[4]",0
"King Kaolie of Chu (Chinese: 楚考烈王; pinyin: Chǔ Kǎoliè Wáng, died 238 BC) was the king of the state of Chu from 262 BC to 238 BC during the late Warring States period of ancient China.  He was born Xiong Yuan (熊元) or Xiong Wan (熊完), and King Kaolie was his posthumous title.[1]",0
"Elize Matsunaga: Once Upon a Crime (Elize Matsunaga: Era uma Vez um Crime) is a 2021 docuseries released on Netflix on July 8, 2021, starring Stephanie Sherry and Elize Matsunaga.[1][2] Matsunaga shot and dismembered her husband, Marcos Matsunaga,[3] who was a member of the family that formerly owned the Yoki[4] food company in Brazil. Matsunaga is from Chopinzinho.",0
"Skills-based hiring refers to the practice of employers setting specific skill or competency requirements or targets. Skills and competencies may be cognitive (such as mathematics or reading) or other professional skills, often commonly called ""soft"" skills (such as ""drive for results"" or customer service).",0
"Idina Kim Menzel (/ɪˈdiːnə mɛnˈzɛl/ ih-DEE-nə men-ZEL; née Mentzel; born May 30, 1971)[2][3] is an American actress and singer. Particularly known for her work in musicals on Broadway – and for having achieved mainstream success across stage, film, and music – Menzel has been nicknamed the ""Queen of Broadway"" in honor of her achievements. Her accolades include an American Music Award, a Billboard Music Award, a Disney Legends Award, and a Tony Award, as well as nominations for three Drama League Awards and four Drama Desk Awards. In 2019, she received a star on the Hollywood Walk of Fame for her contributions to live theatre.",0
"The Communauté de communes du Canton d'Hucqueliers et environs was located in the Pas-de-Calais département, in northern France. It was created in January 1997.[1] It was merged into the new Communauté de communes du Haut Pays du Montreuillois in January 2017.",0
"Fort Amherst, in Medway, South East England, was constructed in 1756 at the southern end of the Brompton lines of defence to protect the southeastern approaches to Chatham Dockyard and the River Medway against a French invasion. Fort Amherst is now open as a visitor attraction throughout the year with tours provided through the tunnel complex",0
"William Butler Yeats[a] (13 June 1865 – 28 January 1939) was an Irish poet, dramatist, writer and politician. One of the foremost figures of 20th-century literature, he was a driving force behind the Irish Literary Revival and became a pillar of the Irish literary establishment who helped to found the Abbey Theatre. In his later years, he served two terms as a Senator of the Irish Free State.",0
"Douglas ""Dan'l"" Lambert (4 October 1883 – 13 October 1915) was an English rugby union footballer for Harlequins, England, and the Barbarians.  He won 7 caps for England between 1907 and 1911, notably scoring 5 tries on debut against France (not bettered until 1995), and 22 points in another match against France.[1]  Lambert was all round sportsman: he was a scratch golfer, played football (soccer) for Corinthian Casuals, and kept wicket (cricket) for Hertforshire.  He was killed in action at the Battle of Loos on 13 October 1915.[2]",0
"The Prince Assistant to the Papal Throne (Lat. Stator proximus a Solio Pontificis maximi) was a hereditary title of nobility available in the Papal Court from the early sixteenth century until the reforms of Pontificalis Domus by Pope Paul VI in 1968, when the Papal Court was reformed into the current Papal Household. The title is not currently in use, though it has not been formally suppressed.",0
"May the Circle Remain Unbroken: A Tribute to Roky Erickson is an album[2] by various artists, released July 17, 2021, on indie record label Light in the Attic. It is the first posthumous tribute album for Erickson (who died in 2019) and is produced by Bill Bentley, who also assembled the 1990 Erickson tribute album Where the Pyramid Meets the Eye for Sire Records.[3]",0
"Lumbandolok is a small village in Mandailing Natal Regency in North Sumatra Province. As a Mandailing culture, there are some marga (family clans) that can be found in this village, such as Nasution, Tanjung, Lubis, Batubara, Matondang, Pasaribu and Harahap.",0
"Matthew Tishler is an Emmy-nominated, multi-platinum songwriter and music producer who has written and produced songs for film, television, radio, stage, and theme parks.  He is known for his work with teen pop artists such as Ashley Tisdale, Dove Cameron, Olivia Holt and JoJo Siwa, as well as popular K-pop/J-pop artists like EXO, Taeyeon, Namie Amuro, Kumi Koda, EXILE Atsushi, Twice, Stray Kids and BTS.[1][2][3][4][5][6][7] His projects have combined sales of over 20 million units.",0
"Karteres (Greek: Καρτερές) is a village and a community of the Lagkadas municipality.[2] Before the 2011 local government reform it was part of the municipality of Lachanas, of which it was a municipal district.[2] The 2011 census recorded 187 inhabitants in the village and 648 inhabitants in the community of Karteres.[1] The community of Karteres covers an area of 83.719 km. The name Karteres or Karterai came up from its inhabitants were immigrants from Eastern Rumelia (Thracians) after the population exchange between Greece and Turkey events in 1923, also the name Karteres comes from the greek word Kartero (Καρτερώ, greek IPA /kaɾ.tɛˈɾɔ/) means that ""I'm waiting"" or ”I'm waiting for something unbearably"", it's from the patience ""the karteri"" (το καρτέρι) of the inhabitants to come back to their ancestor's lands in Eastern Rumelia.2.[3][4][circular reference][5][circular reference]",0
"The exsecant (exsec, exs) and excosecant (excosec, excsc, exc) are trigonometric functions defined in terms of the secant and cosecant functions. They used to be important in fields such as surveying, railway engineering, civil engineering, astronomy, and spherical trigonometry and could help improve accuracy, but are rarely used today except to simplify some calculations.",0
"The swarmandal (Hindi: स्वरमण्डल [s̪ʋərməɳɖəl̪]), surmandal, or Indian harp is a plucked box zither, originating from India, similar to the qanun that is today most commonly used as an accompanying instrument for vocal Indian classical music.[1] It is part of the culture of Northern India and is used in concerts to accompany vocal music.[2] The name combines Sanskrit words svara (notes) and maṇḍala (circle),[1] representing its ability to produce many notes.  The instrument was seen as equivalent by the Ā'īn-i-akbarī to the qanun.[1] ",0
"The Neues Museum (New Museum) is a listed building on the Museum Island in the historic centre of Berlin. Built from 1843 to 1855 by order of King Frederick William IV of Prussia in Neoclassical and Renaissance Revival styles, it is considered as the major work of Friedrich August Stüler. After suffering damage in World War II and decay in East Germany, it was restored from 1999 to 2009 by David Chipperfield.[1] Currently, the Neues Museum is home to the Ägyptisches Museum, the Papyrussammlung, the Museum für Vor- und Frühgeschichte and parts of the Antikensammlung.[2] As part of the Museum Island complex, the museum was inscribed on the UNESCO World Heritage List in 1999 because of its outstanding architecture and testimony to the evolution of museums as a cultural phenomenon.[3]",0
"Gold is the fourth studio album by Britt Nicole. It was released on March 26, 2012 and features the Christian radio singles ""All This Time"", ""Stand"", and ""Ready or Not"", as well as her debut mainstream single ""Gold"".[1] The album was re-released to mainstream markets on February 26, 2013 via Capitol Records, along with a new album cover. In 2014, the song ""The Sun Is Rising"" was included as part of the soundtrack of the movie The Other Woman, gaining popularity without being an official single.[2]",0
"""Up"" is a song by English singer Olly Murs, released on 1 December 2014 as the second single from his fourth studio album, Never Been Better (2014). It features American singer Demi Lovato and is also featured on the deluxe version of Lovato's fourth album, Demi. It was written and produced by Daniel Davidsen, Peter Wallevik and Cutfather, with additional writing from Wayne Hector, and Maegan Cottone.",0
"Matthew Richard Allen Rodda (born 15 December 1966) is a British former journalist and civil servant, and a current Labour Party politician. He is the incumbent Member of Parliament (MP)[2] for the Reading East parliamentary constituency and Shadow Minister for Pensions.[3][4][5][6][7]",0
"Andrew G. Haldane, FAcSS FRS FRSA (/ˈhɔːldeɪn/; born 18 August 1967) is a British economist who worked at the Bank of England between 1989 and 2021 as the chief economist and executive director of monetary analysis and statistics.[1] He resigned from the Bank of England in June 2021 to become chief executive of the Royal Society for Arts.[2] He sits on the UK's government's Economic Advisory Council.[3] ",0
"Alarud (Persian: علارود, also Romanized as ‘Alārūd and A‘lārūd; also known as Alarva and Alārwah)[1] is a village in Chavarzaq Rural District, Chavarzaq District, Tarom County, Zanjan Province, Iran. At the time of the 2006 census, its population was 170, in 36 families.[2]",0
"Kopp is an Ortsgemeinde – a municipality belonging to a Verbandsgemeinde, a kind of collective municipality – in the Vulkaneifel district in Rhineland-Palatinate, Germany. It belongs to the Verbandsgemeinde of Gerolstein, whose seat is in the like-named town.",0
"Flatfoot (Italian: Piedone lo sbirro) is a 1973 poliziottesco-comedy film directed by Steno.[3] The film starring Bud Spencer obtained a great commercial success, generated three sequels. It is followed by Flatfoot in Hong Kong, Flatfoot in Africa and Flatfoot in Egypt.[4] The title song is performed by Santo & Johnny.",0
"Warhammer: Invasion is a Living Card Game (LCG) (variant of collectible card game) designed by Eric M. Lang and produced by Fantasy Flight Games in 2009, set in the Warhammer Fantasy universe. Like Fantasy Flight's other LCGs, Invasion is sold as a core set, which can be played on its own, or built upon with expansion packs. Each pack has a fixed set of 3 copies each of 20 cards. There are six factions in Invasion: Dwarves, Empire, Orcs, Chaos, High Elves, and Dark Elves. The first four have decks in the core set, while the elves' decks are available in the Assault on Ulthuan expansion.",0
"Beaumont is a small town in inland Otago, in the South Island of New Zealand. It is located on the Clutha River / Mata-Au six kilometres southeast of Raes Junction, between Roxburgh and Balclutha. Beaumont is connected to Milton and Roxburgh by State Highway 8.[1]",0
"Nicolas Blies, born on 26 September 1981 in Mulhouse (France), and Stéphane Hueber-Blies, born on 18 August 1976 in Mulhouse (France), also called the Blies brothers, are two French filmmakers, producers and artists who create their works together. They are known for writing and directing the feature film Zero Impunity[1] which was in official feature film competition at the Annecy International Animated Film Festival in 2019.[2]",0
"Salvatore Mancuso Gómez, also known as ""el Mono Mancuso"", ""Santander Lozada"" or ""Triple Cero"" (i.e. ""Triple Zero"", or, ""000""), among other names (born August 17, 1964 in Montería, Córdoba) is a Colombian paramilitary leader, once second in command of the United Self-Defense Forces of Colombia (AUC) paramilitary group.  The paramilitary groups commanded by Mancuso fought the guerrillas (mainly EPL, FARC and ELN), and financed their activities by receiving donations from land owners, drug trafficking, extortions and robbery.",0
"Diana C. Zollicoffer (born 1977), is a Seychellois filmmaker and actress particularly active in Indie film industry.[1] She is best known as the producer of critically acclaimed productions such as Schmoolie the Deathwatcher, Bridget and Iain and Forgotten Bayou.[2][3]",0
"Yao He (Chinese: 姚合) was a Chinese poet of the middle Tang dynasty. He was a great-grandson of chancellor Yao Chong. He was often called Yao Wugong (姚武功), and his poetry style was called ""Wugong Style"". Yao was very famous at his time. He knew Liu Yuxi, Li Shen, Zhang Ji, Wang Jian, Yang Juyuan, Ma Dai, Li Qunyu well, and was a close friend of Jia Dao. His style was very similar to Jia Dao, but was more tame and superficial.[1]",0
"Magnus Gustaf ""Gösta"" Mittag-Leffler (16 March 1846 – 7 July 1927) was a Swedish mathematician. His mathematical contributions are connected chiefly with the theory of functions, which today is called complex analysis. He founded the most important mathematical periodical Acta Mathematica and was its editor for 40 years. He took great trouble and procured  Sofia Kovalevskaya a position of full professor of mathematics in Stockholm University. Also Mittag-Leffler was responsible for inducing the Nobel committee to recognize and award Marie Curie as an equal contributor to the discoveries ‘on the radiation phenomena’ along with her husband Pierre Curie. ",0
"The Art of Star Wars is a series of books by various editors featuring concept art from the Star Wars motion picture saga. The books mainly feature artwork accompanied by a short explanation of the scene and the artist's ideas, but also script notes, posters and other information. The first books were published by Ballantine Books, a subsidiary of  Random House, with later editions appearing under the DelRey and LucasBooks imprints. Later titles were published by Harry N. Abrams.",0
"The Hudspeth County Courthouse is located in the town of Sierra Blanca, the seat of Hudspeth County in the U.S. state of Texas. The courthouse was constructed in 1919 and added to the National Register of Historic Places in 1975. The Texas Historical Commission (THC) has also designated the building as a Recorded Texas Historic Landmark since 1962 and as a State Antiquities Landmark since 1981. The county is named for Claude Benton Hudspeth who served as a U.S. representative from El Paso and previously in both houses of the Texas Legislature where, as a member of the Texas Senate, he was influential in the county's creation.",0
"Gungrave (ガングレイヴ, Gangureivu) is a 2002 third-person shooter video game developed and published by Red Entertainment (Sega in North America and Activision in Europe) for the PlayStation 2. Gungrave follows its main character through a variety of stages on a path of revenge.",0
"The Duchy of Saxe-Saalfeld was one of the Saxon Duchies held by the Ernestine line of the Wettin Dynasty. Established in 1680 for Johann Ernst, seventh son of Ernest I, Duke of Saxe-Gotha.  It remained under this name until 1699, when Albert, Duke of Saxe-Coburg died without sons. His brother Johann Ernst of Saxe-Saalfeld became the new Duke of Coburg and the duchy was renamed into Saxe-Coburg-Saalfeld in 1735.",0
"Zum Gali Gali (Hebrew: זום גלי גלי) is an Israeli folk song associated with the Kibbutz, Israel's collective agricultural communities. The song is sometimes referred to by the title Israeli Work Song and is known for its rhythmic style. The song begins with the repeated refrain (""zum gali gali"") before proceeding to the verses.[1] The repeated refrain itself is a nonsensical verse,[2] and has no direct translation into English.[3]",0
"The Minims, officially known as the Order of Minims (Latin: Ordo Minimorum; abbreviated OM), and known in German-speaking countries as the Paulaner Order,[1] are a Roman Catholic religious order of friars founded by Francis of Paola in fifteenth-century Italy. The order soon spread to France, Germany and Spain, and continues to exist today.",0
"Chi Herculis, Latinized from χ Herculis, is a Sun-like[12] star in the northern constellation of Hercules. Based upon an annual parallax shift of 63.16 mas as seen from Earth, it is located 51.6 light years from the Sun. The star is faintly visible to the naked eye with an apparent visual magnitude of 4.59.[2] It has a relatively high proper motion, showing a transverse movement of 0.769 arc seconds per year[13] and is drifting closer to the Sun with a radial velocity of −56 km/s.[4]",0
"The Cook Memorial Library, also known as the Ansel B. Cook House, is a historic house museum in Libertyville, Illinois, United States.  It was built as a Victorian house for contractor and politician Ansel B. Cook in 1878.  In his will Cook donated the home to be used as a public library, although it remained for many years the residence of Cook's longer-lived widow.  After Emily Barrows Cook's death, the building received a major Neoclassical renovation that converted it into a library, opening to the public in 1921.[2]",0
"Texella reddelli, the Bee Creek cave harvestman,[3] is a rare species of troglobitic harvestman that was added to the United States endangered species list in 1988, at the same time as six other species native to the karst ecosystem in Travis County and Williamson County, Texas, USA. They inhabit areas with near 100% humidity and constant temperatures, and they prey on springtails. Since they can only be found underground, research on these creatures has been difficult. Their distribution is limited and unknown reproductive rates mean that it is possible they are especially susceptible to habitat destruction and other threats. Texella reddelli are found on both the North and South sides of the Colorado River.[4]",0
"Lawrence Aronovitch (born May 25, 1974[1]) is a Canadian playwright and actor based in Ottawa, Ontario. He is the playwright in residence at the Great Canadian Theatre Company.[2] Aronovitch is a graduate of Harvard University, where he studied the history of science.[3] As an undergraduate, he appeared on stage in a number of student productions.[4][5]",0
"São Raimundo Esporte Clube, commonly referred to as São Raimundo de Roraima, São Raimundo-RR or simply São Raimundo is a Brazilian professional club based in Boa Vista, Roraima founded on 2 January 1963. It competes in the Campeonato Brasileiro Série D, the fourth tier of Brazilian football, as well as in the Campeonato Roraimense, the top flight of the Roraima state football league.",0
Jívka is a municipality and village in Trutnov District in the Hradec Králové Region of the Czech Republic. It has about 600 inhabitants. A part of Jívka called Dolní Vernéřovice has well preserved folk architecture and is protected by law as a village monument zone.,0
"Tina Dixon was an American R&B singer, actress and comedian. She became a featured singer in swing bandleader Jimmie Lunceford's band early in her career and recorded for Excelsior, Aladdin, and King Records in the 1940s. By the 1970s, Dixon was making x-rated party records as Auntie Tina Dixon.",0
"The Western Australian Development Corporation (WADC) was a trading corporation established in 1983 by the first Burke Ministry of Western Australia. It enabled the state Labor government to involve itself in large-scale business transactions without the normal transparency and accountability of government-guaranteed corporations, and was part of what became known as WA Inc. It appointed John Horgan chairman on a salary of $800,000 p.a., and formed subsidiaries including Exim Corporation which sought to create and exploit export markets for education and other products.  The enabling Act provided that ""(4.3) The Corporation is an agent of the Crown in right of the State and enjoys the status, immunities and privileges of the Crown..."" while ""(4.4) Notwithstanding subsection (3), the Corporation shall not be subject to direction by the Minister...""[1]",0
"The Islamic Financial Services Board (IFSB) is an  international standard-setting body of regulatory and supervisory agencies that promotes the soundness and stability of the Islamic financial services industry, covering banking, capital market and insurance.[3] In advancing this mission, the IFSB promotes the development of a prudent and transparent Islamic financial services industry through introducing new, or adapting existing international standards consistent with Sharî'ah principles, and recommend them for adoption.[4][5][6]",0
"James Bradford Hall (born February 4, 1977) is a former American football defensive end. He played in the National Football League (NFL) with the Detroit Lions from 2000 to 2006 and St. Louis Rams from 2007 to 2011. Hall signed for the Lions as an undrafted free agent in 2000. He played college football at the University of Michigan, where he was three-year starter for the Michigan Wolverines and a member of the national championship 1997 team.",0
"Robert McCracken (25 June 1890 – unknown), also known as Roy McCracken,[1] was a Northern Irish professional footballer who played as a defender or as a wing half. He was a cousin of Billy McCracken who also had a career as a professional footballer.[1]",0
" inositol-1,3,4-trisphosphate 5/6-kinase (EC 2.7.1.159, Ins(1,3,4)P3 5/6-kinase, inositol trisphosphate 5/6-kinase) is an enzyme with systematic name ATP:1D-myo-inositol 1,3,4-trisphosphate 5-phosphotransferase.[1][2][3] This enzyme catalyses the following chemical reaction",0
"(Geoffrey) Stuart Snell (1920–1988) was a British Anglican bishop. He was born in Devon on the 25 October 1920 and educated at Exeter School and St Peter's College, Oxford.[1] Snell entered the Anglican ministry from the parish of Emmanuel, Northwood, London where he was a member of the laity. He had already done some training under Donald Coggan, and in the early 1960s decided to go forward for ministry. The Bishop of London suggested that he remain in his own house and serve as a second curate in the Parish of Emmanuel. He brought to the ministry immense gifts of mind and heart, and the then vicar, Martin Parsons declared ""it was a joy to have him and Margaret with us in the work.""",0
"The Gulf Islands Film and Television School (GIFTS) is a film school located on Galiano Island off the west coast of British Columbia, Canada near Vancouver.[1][2][3] GIFTS offers hands-on media training programs[4] and teen summer camps.[5] It was initially founded by George Harris in 1995, but was purchased by Evan Allen and Barbara Allen in 2014.",0
Retroreflectors are devices which reflect light back to its source. Five were left at five sites on the Moon by three crews of the Apollo program and two remote landers of the Lunokhod program.[1] Lunar reflectors have enabled precise measurement of the Earth–Moon distance since 1969 using lunar laser ranging.[2],0
"Yordan Tabov  (born 1946 in Sofia) is a Bulgarian mathematician[1] with academic Degrees: Doctor of Pedagogical Sciences (2007), PhD in Mathematics (MGU, Moscow, 1974);[2] he is also recipient of The Paul Erdős Award (for significant contributions in mathematical education). His research interests include differential equations, geometry, didactics of mathematics, informatics and applications of mathematics and computer methods in the humanities; the focus of his research activity during the last 20 years was namely the last of the fields mentioned above.  ",0
"The Big Stone Gap Rebels were a minor league baseball team based in Big Stone Gap, Virginia. From 1949 to 1953, Big Stone Gap played exclusively as members of the Class D level Mountain States League, qualifying for the league playoffs in 1950 and 1952. The Big Stone Gap Rebels were a minor league affiliate of the New York Giants in 1952. Big Stone gap hosted home minor league games at Bullitt Park.",0
"HMS Chichester was a 70-gun third rate ship of the line of the Royal Navy, designed by Sir Joseph Allin and built by Peirson Lock at Portsmouth Dockyard to the standard draught for 70-gun ships as specified in the 1745 Establishment amended in 1750, and launched on 4 June 1753.[1]",0
"Tarina Patel is a South African actress, film producer and model, born in Cape Town and raised in Durban.[1][2][3] She appeared in Akshay Kumar's,[citation needed] Horror-comedy - Bhool Bhulaiyaa. Patel has appeared on numerous magazine covers including Elle, Dossier, FHM, Glamour and Cosmopolitan.[citation needed] She has been on the South African version of The Real Housewives of Johannesburg but allegedly has been fired for season 3.[4]",0
"The 2021–22 season is Leyton Orient's 123rd year in their history and third consecutive season in League Two. Along with the league, the club will also compete in the FA Cup, the EFL Cup and the EFL Trophy. The season covers the period from 1 July 2021 to 30 June 2022.",0
"The first season of American comedy-drama streaming series Hacks debuted on May 13, 2021, on HBO Max. The series was co-created by Lucia Aniello, Paul W. Downs, and Jen Statsky. Starring Jean Smart and Hannah Einbinder, the season follows two comedians from different generations who forge a working relationship. Season one received critical acclaim and earned accolades including Primetime Emmy Awards for directing, writing, and acting (for Smart). ",0
"Charles Farrar is an American songwriter, composer, and producer, best known for his songwriting work with vocal groups SWV, 702, Today, and Shades.[1] In the late 1990s/early 2000s, Farrar, alongside Troy Taylor, was a member of ""The Characters"": a production duo that worked on Boyz II Men's Cooleyhighharmony, as well as with Kenny Lattimore and numerous other artists.",0
David Brown (17 August 1803 in Aberdeen – 3 July 1897 in Aberdeen) was a son of bookseller who was twice Provost of the city. He was a Free Church of Scotland minister who served as Moderator of the General Assembly 1885/86. He was co-author of the Jamieson-Fausset-Brown Commentary on the whole Bible.,0
"Yanajaja (possibly from Quechua yana black, qaqa, rock)[2] is a mountain in the Vilcanota mountain range in the Andes of Peru, about 5,550 m (18,210 ft) high. It is situated in the Cusco Region, Canchis Province, Pitumarca District and in the Quispicanchi Province, Ocongate District.[1] Yanajaja lies south of the peak of Q'ampa, southwest of Callangate, west of the river Chillcamayu, and east of Ausangate, close to Chilinita (Santa Catalina).",0
"The Bay Islands (Spanish: Islas de la Bahía; pronounced [ˈislas de la βaˈi.a]) is a group of islands off the coast of Honduras. Collectively, the islands form one of the 18 departments of Honduras. The departmental capital is Coxen Hole, on the island of Roatán.",0
"Kenar Gusheh (Persian: كنارگوشه, also Romanized as Kenār Gūsheh; also known as Kaneh Gūsheh)[1] is a village in Kenevist Rural District, in the Central District of Mashhad County, Razavi Khorasan Province, Iran. At the 2006 census, its population was 204, in 47 families.[2]",0
