description,isdog,url
Ponzi the Saluki Wins Best in Show at 2019 AKC National Owner-Handled Series Finals,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/7b2526eb34021c4173d9f3b6aa99e998/image?etag=1682810475731&width=70&height=47
Standard Poodle “Siba” Wins 2020 Westminster Best in Show,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/f1e15228af8b330b7fbdb636457df089/image?etag=1669778650043&width=70&height=47
Things to Consider When Planning a Litter During COVID-19,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/93638344c6339074d47570e3bb1877b8/image?etag=1676813408930&width=70&height=47
The Lab is the Most Popular Dog Breed in the U.S. – For Record 29th Straight Year!,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/ceb61ebdb87fdb7f20af69d6cbdfdb8a/image?etag=1680023169508&width=70&height=47
Cavalier King Charles Spaniel leaping over an agility jump outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2021/09/10102909/Cavalier-King-Charles-Spaniel-leaping-over-an-agility-jump-outdoors.jpg
Beating the Heat,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/947e0715219ca3c2110fc72e92bcafe3/image?etag=1682907848002&width=770&height=510
Outstanding Show Dogs: Templates of Perfection,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/a2c76117a769d3f9829c382f31398aa8/image?etag=1682875269936&width=770&height=510
"That’ll Do, Pig: The Wisdom of Babe",1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/727b934eda645d2644eca8eef72a0617/image?etag=1682874912956&width=770&height=510
6 Fascinating Facts to Learn About the Welsh Springer Spaniel,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/c98e524815b07c3761233798515d61d8/image?etag=1682876348864&width=770&height=510
Why Does My Dog Duck When I Pat Him on the Head?,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/3627a32a03184b01b4363fbcca64b1f9/image?etag=1682908389072&width=70&height=47
BSL Popularity on Decline Nationwide,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/6ae7e8bbeae99dc31c8370521c2ca4c0/image?etag=1682908389072&width=70&height=47
How to Stop Your Dog From Jumping Up on People,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/f11b55bde71d3bc35c52988495a3ebdc/image?etag=1682908207656&width=70&height=47
How Separation Anxiety Might Impact Your Dog When You Return to Work,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/a416b615c56a6d3c870cecffc5a22adb/image?etag=1682907489098&width=70&height=47
golden-training-body,1,https://www.akc.org/wp-content/uploads/2018/04/golden-training-body.jpg
The Komondor Is the King of the Hungarian Livestock Guarding Dogs,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/b89f5aabdb71a71fbd8c21845effa92d/image?etag=1682906049484&width=770&height=510
National-Tracking-Invitational-Ribbons-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Ribbons-Past-Events.jpg
National-Tracking-Invitational-Sign-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Sign-Past-Events.jpg
National-Tracking-Invitational-Bridge-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Bridge-Past-Events.jpg
Why Does My Dog Kick The Grass After Pooping?,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/09c5f5280f3c64c5702c4a3db3ec00b2/image?etag=1682904608566&width=70&height=47
National-Tracking-Invitational-Woods-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Woods-Past-Events.jpg
National-Tracking-Invitational-Ribbons-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Ribbons-Past-Events.jpg
National-Tracking-Invitational-Sign-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Sign-Past-Events.jpg
National-Tracking-Invitational-Bridge-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Bridge-Past-Events.jpg
National-Tracking-Invitational-Woods-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Woods-Past-Events.jpg
National-Tracking-Invitational-Ribbons-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Ribbons-Past-Events.jpg
10 Science-Based Benefits of Having a Dog,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/bd59331942efc9d3e9e7787ea7fa5789/image?etag=1682897407000&width=70&height=47
YuMove and AKC logo lockup,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/03/20172609/AKC-YM-Co-branded-Primary-lock-up1.jpg
AKC Pet Insurance logo,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/10/06170737/AKC_PI_Logo_Vertical_2021-300x238.jpg
1-800flowers logo,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/10/06170933/1800Flowers-300x133.jpg
"Pictured top (L-R) Doug Ljungren, EVP Sports & Events, Kori Bevis, 2022 AKC NOC OTCH12 High Times Shake ""N Bake UDX8 OGM SH, Golden Retriever; Diane Schultz, AKC Director Obedience, Rally & Tracking; Bottom (L-R) Judges: John Cox, Lora Seale, Cynthia Rustad, Philip Rustad, Ted Walshesky, Teresa Walker, Alvin Eng, and Aimee Kincaid",1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/10/20093030/2022-AKC-Composite-NOC-Alone-LowRes-2022.jpg
"Pictured Top (L-R) Doug Ljungren, EVP Sports & Events, Kim Berkley, 2022 AKC RNC OTCH9 HC AGCH MACH5 RACH Norwood Color Me Zayne UDX9 OGM RM3 RAE3 HSAd HSBd HXAd HXBd MXC PDS MJC PJS MFG TQX T2B5, Border Collie, Diane Schultz, AKC Director Obedience, Rally & Tracking Bottom (L-R) Stephanie Podejko, LInda Morris, Robin Botelho, and Linda MacDonald",1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/10/20093359/2022-AKC-Composite-RNC-Champ-Alone-lowRes.jpg
4-6 month puppy show,1,https://www.akc.org/wp-content/uploads/2017/10/4to6-months-puppy-hero-1.jpg
4-6 month puppy show,1,https://www.akc.org/wp-content/uploads/2017/10/4to6-months-puppy-hero-1.jpg
Puppy of Achievement,1,https://www.akc.org/wp-content/uploads/2017/10/poa.jpg
Most Popular Girl Dog Names,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/4f9fa83d53a0a21e455a7f7de7aebacf/image?etag=1682907848002&width=70&height=47
"2019 National Owner-Handled Series Finals, Orlando, FL.",1,https://www.akc.org/wp-content/uploads/2017/10/ANC2019-12-14-17.21.05-AKC_2543.jpg
"Owner-Handled Best In Show, Owner-Handled Herding Group First, and Owner-Handled Best of Breed: GCHS CH Wigglesworth Aberlour's Pyt CGC, Bearded Collie; AKC National Owner-Handled Series Finals awards ceremony at the 2017 AKC National Championship presented by Royal Canin, Orlando, FL.",1,https://www.akc.org/wp-content/uploads/2017/10/2017-NOHS-BIS.jpg
"2019 National Owner-Handled Series Finals, Orlando, FL.",1,https://www.akc.org/wp-content/uploads/2017/10/ANC2019-12-14-17.21.05-AKC_2543.jpg
"Owner-Handled Best In Show, Owner-Handled Herding Group First, and Owner-Handled Best of Breed: GCHS CH Wigglesworth Aberlour's Pyt CGC, Bearded Collie; AKC National Owner-Handled Series Finals awards ceremony at the 2017 AKC National Championship presented by Royal Canin, Orlando, FL.",1,https://www.akc.org/wp-content/uploads/2017/10/2017-NOHS-BIS.jpg
Obedience - Companion Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Obedience-0E9A9656.-web-768x512.jpg
Tracking - Companion Dog Sport,0,https://www.akc.org/wp-content/uploads/2017/10/Tracking_IMG_0443_PCM_NTI2013-Small.jpg
Dog Cognition: Dogs Are Even Smarter Than You Think,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/44c7c930f412cee09f9e83c62445ccec/image?etag=1682821629419&width=70&height=47
Agility - Companion Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/2017NAC-AR3I9293-highres-web.jpg
"Labrador Retriever and young woman participating in a Junior Rally trial, a companion dog sport",1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Rally-Jr-0E9A9922-web-768x512.jpg
Obedience - Companion Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Obedience-0E9A9656.-web-768x512.jpg
Tracking - Companion Dog Sport,0,https://www.akc.org/wp-content/uploads/2017/10/Tracking_IMG_0443_PCM_NTI2013-Small.jpg
Agility - Companion Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/2017NAC-AR3I9293-highres-web.jpg
"Labrador Retriever and young woman participating in a Junior Rally trial, a companion dog sport",1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Rally-Jr-0E9A9922-web-768x512.jpg
Obedience - Companion Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Obedience-0E9A9656.-web-768x512.jpg
Ponzi the Saluki Wins Best in Show at 2019 AKC National Owner-Handled Series Finals,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/7b2526eb34021c4173d9f3b6aa99e998/image?etag=1682810475731&width=70&height=47
AKC Breeder Spotlight: Joseph & Brenna Carlisle of Heritage Hounds,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/fb7d961a1abaedf3b3ef767c19db09fb/image?etag=1680916328632&width=70&height=47
Standard Poodle “Siba” Wins 2020 Westminster Best in Show,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/f1e15228af8b330b7fbdb636457df089/image?etag=1669778650043&width=70&height=47
The Lab is the Most Popular Dog Breed in the U.S. – For Record 29th Straight Year!,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/ceb61ebdb87fdb7f20af69d6cbdfdb8a/image?etag=1680023169508&width=70&height=47
Agility done by a Flat-Coated Retriever,1,https://www.akc.org/wp-content/uploads/2017/10/2018-NAC-AR3I0708.jpg
Border Collie and boy competing in Junior Agility.,1,https://www.akc.org/wp-content/uploads/2017/10/2017NAC-AR3I9293-highres-web.jpg
Border Collie and young woman competing in Junior Agility.,1,https://www.akc.org/wp-content/uploads/2017/10/2017NAC-AR3I7928-highres-web-1.jpg
Woman holding her Puli before starting an Agility course.,0,https://www.akc.org/wp-content/uploads/2017/10/ANC2016-Agility-0E9A0338-web.jpg
Labrador Retriever leaping over an Agility jump.,1,https://www.akc.org/wp-content/uploads/2017/10/IMG_7345.jpg
Beating the Heat,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/947e0715219ca3c2110fc72e92bcafe3/image?etag=1682907848002&width=770&height=510
Labrador Retriever picking up a dumbbell in an obedience trial.,1,https://www.akc.org/wp-content/uploads/2017/10/obedience-hero-1.jpg
Obedience competitor with Keseshond,1,https://www.akc.org/wp-content/uploads/2017/10/Obed-Team-Work.jpg
Poodle retrieving a dumbbell in an Obedience trial.,1,https://www.akc.org/wp-content/uploads/2017/10/obedience-hero-5.jpg
Labrador Retriever sitting on command in an obedience trial.,1,https://www.akc.org/wp-content/uploads/2017/10/obedience-hero-3.jpg
Giant Schnauzer coming on command in an obedience trial.,1,https://www.akc.org/wp-content/uploads/2017/10/obedience-hero-2.jpg
Labrador Retriever picking up a dumbbell in an obedience trial.,1,https://www.akc.org/wp-content/uploads/2017/10/obedience-hero-1.jpg
Obedience competitor with Keseshond,1,https://www.akc.org/wp-content/uploads/2017/10/Obed-Team-Work.jpg
Poodle retrieving a dumbbell in an Obedience trial.,1,https://www.akc.org/wp-content/uploads/2017/10/obedience-hero-5.jpg
The Komondor Is the King of the Hungarian Livestock Guarding Dogs,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/b89f5aabdb71a71fbd8c21845effa92d/image?etag=1682906049484&width=770&height=510
Labrador Retriever sitting on command in an obedience trial.,1,https://www.akc.org/wp-content/uploads/2017/10/obedience-hero-3.jpg
Giant Schnauzer coming on command in an obedience trial.,1,https://www.akc.org/wp-content/uploads/2017/10/obedience-hero-2.jpg
Labrador Retriever picking up a dumbbell in an obedience trial.,1,https://www.akc.org/wp-content/uploads/2017/10/obedience-hero-1.jpg
Australian Shepherd sitting in a AKC Rally trial.,1,https://www.akc.org/wp-content/uploads/2017/10/Australian-Shepherd-in-a-Rally-trial.jpg
Dachshund moving through a course with its owner at the 2018 Rally National Championship.,1,https://www.akc.org/wp-content/uploads/2017/11/2018-RNC-AR3I5528-dw.jpg
Labrador Retriever in a Junior AKC Rally trail.,1,https://www.akc.org/wp-content/uploads/2017/10/Rally-hero-3.jpg
Canine Partner AKC Rally competitors,1,https://www.akc.org/wp-content/uploads/2020/04/Canine_Partners_Dogs_Rally_Ribbons_2019.jpg
Papillon in AKC Rally,1,https://www.akc.org/wp-content/uploads/2019/11/031513_AKC_219.jpg
AKC Rally National Championship Winner 2020,1,https://www.akc.org/wp-content/uploads/2020/12/rally-2020-anc-505x600.jpg
Border Collie laying down in a AKC Rally trial.,1,https://www.akc.org/wp-content/uploads/2017/10/Rally-hero-2.jpg
Australian Shepherd sitting in a AKC Rally trial.,1,https://www.akc.org/wp-content/uploads/2017/10/Australian-Shepherd-in-a-Rally-trial.jpg
Dachshund moving through a course with its owner at the 2018 Rally National Championship.,1,https://www.akc.org/wp-content/uploads/2017/11/2018-RNC-AR3I5528-dw.jpg
Labrador Retriever in a Junior AKC Rally trail.,1,https://www.akc.org/wp-content/uploads/2017/10/Rally-hero-3.jpg
Canine Partner AKC Rally competitors,1,https://www.akc.org/wp-content/uploads/2020/04/Canine_Partners_Dogs_Rally_Ribbons_2019.jpg
Papillon in AKC Rally,1,https://www.akc.org/wp-content/uploads/2019/11/031513_AKC_219.jpg
AKC Rally National Championship Winner 2020,1,https://www.akc.org/wp-content/uploads/2020/12/rally-2020-anc-505x600.jpg
Border Collie laying down in a AKC Rally trial.,1,https://www.akc.org/wp-content/uploads/2017/10/Rally-hero-2.jpg
Australian Shepherd sitting in a AKC Rally trial.,1,https://www.akc.org/wp-content/uploads/2017/10/Australian-Shepherd-in-a-Rally-trial.jpg
Beagle sniffing in the woods on a scent.,1,https://www.akc.org/wp-content/uploads/2017/10/Beagle-sniffing-in-the-woods-on-a-scent.jpg
Bloodhound on a scent in the woods.,1,https://www.akc.org/wp-content/uploads/2017/10/Bloodhound-on-a-scent-in-the-woods.20200517151752596.jpg
10 Science-Based Benefits of Having a Dog,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/bd59331942efc9d3e9e7787ea7fa5789/image?etag=1682897407000&width=70&height=47
Redbone Coonhound outdoors on a scent.,1,https://www.akc.org/wp-content/uploads/2017/10/Redbone-Coonhound-outdoors-on-a-scent.jpg
Beagle sniffing in the woods on a scent.,1,https://www.akc.org/wp-content/uploads/2017/10/Beagle-sniffing-in-the-woods-on-a-scent.jpg
Bloodhound on a scent in the woods.,1,https://www.akc.org/wp-content/uploads/2017/10/Bloodhound-on-a-scent-in-the-woods.20200517151752596.jpg
Redbone Coonhound outdoors on a scent.,1,https://www.akc.org/wp-content/uploads/2017/10/Redbone-Coonhound-outdoors-on-a-scent.jpg
Beagle sniffing in the woods on a scent.,1,https://www.akc.org/wp-content/uploads/2017/10/Beagle-sniffing-in-the-woods-on-a-scent.jpg
"North American Diving Dogs competition held in conjunction with the 2017 AKC National Championship presented by Royal Canin, Orlando, FL.",1,https://www.akc.org/wp-content/uploads/2018/03/ANC2017-Dock-Diving-_F6A4903.jpg
title recognition program,1,https://www.akc.org/wp-content/uploads/2017/11/Uther_Flyball-rev_detail.jpg
"North American Diving Dogs competition held in conjunction with the 2017 AKC National Championship presented by Royal Canin, Orlando, FL.",1,https://www.akc.org/wp-content/uploads/2018/03/ANC2017-Dock-Diving-_F6A4903.jpg
title recognition program,1,https://www.akc.org/wp-content/uploads/2017/11/Uther_Flyball-rev_detail.jpg
Dutch Shepherd police dog laying down next to its handler outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/11/10124041/Dutch-Shepherd-police-dog-laying-down-next-to-its-handler-outdoors.jpg
Fruits and Vegetables Dogs Can or Can’t Eat,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/a0552d0e8c0f627c3f66584e4b2168ae/image?etag=1682908031358&width=70&height=47
Barn Hunt Association Logo,0,https://www.akc.org/wp-content/uploads/2017/11/SEGDSFT_2OtherTitles_R1C2BarnLogo.jpg
North America Diving Dogs Logo,0,https://www.akc.org/wp-content/uploads/2017/11/SEGDSFT_2OtherTitles_Dock.jpg
Working Dog,1,https://www.akc.org/wp-content/uploads/2017/10/P1000245.jpg
Working Dog,1,https://www.akc.org/wp-content/uploads/2017/10/Dobe-recalled-after-hold.jpg
Working Dog,1,https://www.akc.org/wp-content/uploads/2017/10/P1000245.jpg
Working Dog,1,https://www.akc.org/wp-content/uploads/2017/10/Dobe-recalled-after-hold.jpg
Working Dog,1,https://www.akc.org/wp-content/uploads/2017/10/P1000245.jpg
Retriever Sports,1,https://www.akc.org/wp-content/uploads/2017/10/NARC_200706_LabradorRetriever_IMG_9664_detail.jpg
How Often Should You Bathe Your Dog?,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/c62f92998fe1579afb7bed611fa87ad0/image?etag=1682907848002&width=70&height=47
Working Dogs for Conservation May Be The Key to a Greener World,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/dbde2eef0ae7c1e5168a77d6bb0007e6/image?etag=1682808680447&width=70&height=47
AKC Breeder Spotlight: Joseph & Brenna Carlisle of Heritage Hounds,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/fb7d961a1abaedf3b3ef767c19db09fb/image?etag=1680916328632&width=70&height=47
AKC Canine Health Foundation Educational Grants Benefit the Dog Breeding Community,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/0d6c67cef0129333409c2939a720cc01/image?etag=1663016229904&width=70&height=47
Local Dog Club in Washington Thrives Thanks to Approachability & Creativity,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/6e11262c6ec456e216e3a083aa03a3c0/image?etag=1677530350312&width=70&height=47
Field Events for Hounds,1,https://www.akc.org/wp-content/uploads/2018/04/Field-Events-for-Hounds.jpg
West Highland White Terrier in an Earthdog test.,1,https://www.akc.org/wp-content/uploads/2017/10/West-Highland-White-Terrier-in-an-Earthdog-test.jpg
Scottish Terrier in an Earthdog trial.,1,https://www.akc.org/wp-content/uploads/2017/10/Scottish-Terrier-in-an-Earthdog-trial.jpg
West Highland White Terrier in an Earthdog trial.,1,https://www.akc.org/wp-content/uploads/2017/10/West-Highland-White-Terrier-in-an-Earthdog-trial.jpg
Terrier in an Earthdog trial.,0,https://www.akc.org/wp-content/uploads/2017/10/Terrier-in-an-Earthdog-trial.jpg
Welsh Terrier in an Earthdog trial.,1,https://www.akc.org/wp-content/uploads/2017/10/Welsh-Terrier-in-an-Earthdog-trial.jpg
Five Things Puppy Owners Should Never Do,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/d0f0a8cc9a3de345d1fc63204c537e15/image?etag=1682907848002&width=70&height=47
West Highland White Terrier in an Earthdog test.,1,https://www.akc.org/wp-content/uploads/2017/10/West-Highland-White-Terrier-in-an-Earthdog-test.jpg
Scottish Terrier in an Earthdog trial.,1,https://www.akc.org/wp-content/uploads/2017/10/Scottish-Terrier-in-an-Earthdog-trial.jpg
West Highland White Terrier in an Earthdog trial.,1,https://www.akc.org/wp-content/uploads/2017/10/West-Highland-White-Terrier-in-an-Earthdog-trial.jpg
Terrier in an Earthdog trial.,0,https://www.akc.org/wp-content/uploads/2017/10/Terrier-in-an-Earthdog-trial.jpg
Welsh Terrier in an Earthdog trial.,1,https://www.akc.org/wp-content/uploads/2017/10/Welsh-Terrier-in-an-Earthdog-trial.jpg
West Highland White Terrier in an Earthdog test.,1,https://www.akc.org/wp-content/uploads/2017/10/West-Highland-White-Terrier-in-an-Earthdog-test.jpg
Collie herding ducks.,1,https://www.akc.org/wp-content/uploads/2017/10/Collie-herding-ducks.jpg
Shetland Sheepdog herding sheep.,1,https://www.akc.org/wp-content/uploads/2017/10/Shetland-Sheepdog-herding-sheep.jpg
Australian Shepherd herding sheep.,1,https://www.akc.org/wp-content/uploads/2017/10/Australian-Shepherd_Adult_Herding.jpg
Cardigan Welsh Corgi watching sheep graze in a field.,1,https://www.akc.org/wp-content/uploads/2017/10/Cardigan-Welsh-Corgi-watching-sheep-graze-in-a-field.jpg
border collie puppy with breeder,1,https://www.akc.org/wp-content/uploads/2017/11/finding-a-breeder-hero.jpg
Border Collie herding sheep in a pasture.,1,https://www.akc.org/wp-content/uploads/2017/10/Border-Collie-herding-sheep-in-a-pasture.jpg
Beauceron herding sheep in the winter.,1,https://www.akc.org/wp-content/uploads/2017/10/Beauceron-herding-sheep-in-the-winter.jpg
Collie herding ducks.,1,https://www.akc.org/wp-content/uploads/2017/10/Collie-herding-ducks.jpg
Shetland Sheepdog herding sheep.,1,https://www.akc.org/wp-content/uploads/2017/10/Shetland-Sheepdog-herding-sheep.jpg
Australian Shepherd herding sheep.,1,https://www.akc.org/wp-content/uploads/2017/10/Australian-Shepherd_Adult_Herding.jpg
Cardigan Welsh Corgi watching sheep graze in a field.,1,https://www.akc.org/wp-content/uploads/2017/10/Cardigan-Welsh-Corgi-watching-sheep-graze-in-a-field.jpg
Border Collie herding sheep in a pasture.,1,https://www.akc.org/wp-content/uploads/2017/10/Border-Collie-herding-sheep-in-a-pasture.jpg
Beauceron herding sheep in the winter.,1,https://www.akc.org/wp-content/uploads/2017/10/Beauceron-herding-sheep-in-the-winter.jpg
Collie herding ducks.,1,https://www.akc.org/wp-content/uploads/2017/10/Collie-herding-ducks.jpg
pointing breeds,1,https://www.akc.org/wp-content/uploads/2017/10/GSPAtlanta_200702_Brittany_IMG_6579_detail.jpg
pointing breeds,1,https://www.akc.org/wp-content/uploads/2017/10/GSPAtlanta_200702_Brittany_IMG_6593_detail.jpg
pointing breeds,1,https://www.akc.org/wp-content/uploads/2017/10/GSPAtlanta_200702_Weimaraner_IMG_6519_detail.jpg
German Shorthaired Pointer,1,https://www.akc.org/wp-content/uploads/2017/10/GSPAtlanta_200702_GermanShorthairedPointer_IMG_6585_detail.jpg
Retriever Sports,1,https://www.akc.org/wp-content/uploads/2017/10/NARC_200706_LabradorRetriever_IMG_9664_detail.jpg
Retriever Sports,1,https://www.akc.org/wp-content/uploads/2017/10/NARC_200706_LabradorRetriever_IMG_5323_detail.jpg
Retriever Sports,1,https://www.akc.org/wp-content/uploads/2017/10/NARC_200706_ChesapeakeBayRetriever_IMG_9495_detail.jpg
Retriever Sports,1,https://www.akc.org/wp-content/uploads/2017/10/NARC_200706_LabradorRetriever_IMG_9550_detail-800x533.jpg
Retriever Sports,1,https://www.akc.org/wp-content/uploads/2017/10/NARC_200706_LabradorRetriever_IMG_9664_detail.jpg
Retriever Sports,1,https://www.akc.org/wp-content/uploads/2017/10/NARC_200706_LabradorRetriever_IMG_5323_detail.jpg
Retriever Sports,1,https://www.akc.org/wp-content/uploads/2017/10/NARC_200706_ChesapeakeBayRetriever_IMG_9495_detail.jpg
Retriever Sports,1,https://www.akc.org/wp-content/uploads/2017/10/NARC_200706_LabradorRetriever_IMG_9550_detail-800x533.jpg
Retriever Sports,1,https://www.akc.org/wp-content/uploads/2017/10/NARC_200706_LabradorRetriever_IMG_9664_detail.jpg
dog sniffing scent work,1,https://www.akc.org/wp-content/uploads/2017/10/Scent3.jpg
AKC Scent Work Logo_SM,0,https://www.akc.org/wp-content/uploads/2017/10/AKC-Scent-Work-Logo_SM.png
dog sniffing scent work,1,https://www.akc.org/wp-content/uploads/2017/10/Scent1.jpg
Who You Gonna Call? What to Know About Hiring an Animal Behaviorist,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/73269b0512c605e208e67b263117952b/image?etag=1682902992144&width=770&height=510
dog sniffing scent work,1,https://www.akc.org/wp-content/uploads/2017/10/Scent2.jpg
dog sniffing scent work,1,https://www.akc.org/wp-content/uploads/2017/10/Scent3.jpg
AKC Scent Work Logo_SM,0,https://www.akc.org/wp-content/uploads/2017/10/AKC-Scent-Work-Logo_SM.png
dog sniffing scent work,1,https://www.akc.org/wp-content/uploads/2017/10/Scent1.jpg
dog sniffing scent work,1,https://www.akc.org/wp-content/uploads/2017/10/Scent2.jpg
dog sniffing scent work,1,https://www.akc.org/wp-content/uploads/2017/10/Scent3.jpg
spaniel,1,https://www.akc.org/wp-content/uploads/2017/10/ECSCAHuntTest_201010_BoykinSpaniel_IMG_0904_detail-800x533.jpg
spaniel,1,https://www.akc.org/wp-content/uploads/2017/10/ECSCAHuntTest_201010_EnglishSpringerSpaniel_IMG_1055_detail-800x533.jpg
spaniel,1,https://www.akc.org/wp-content/uploads/2017/10/ECSCAHuntTest_201010_ClumberSpaniel_IMG_0863_detail-800x533.jpg
spaniel,1,https://www.akc.org/wp-content/uploads/2017/10/ECSCAHuntTest_201010_BoykinSpaniel_IMG_0904_detail-800x533.jpg
Why Does My Dog Kick The Grass After Pooping?,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/09c5f5280f3c64c5702c4a3db3ec00b2/image?etag=1682904608566&width=70&height=47
spaniel,1,https://www.akc.org/wp-content/uploads/2017/10/ECSCAHuntTest_201010_EnglishSpringerSpaniel_IMG_1055_detail-800x533.jpg
spaniel,1,https://www.akc.org/wp-content/uploads/2017/10/ECSCAHuntTest_201010_ClumberSpaniel_IMG_0863_detail-800x533.jpg
spaniel,1,https://www.akc.org/wp-content/uploads/2017/10/ECSCAHuntTest_201010_BoykinSpaniel_IMG_0904_detail-800x533.jpg
junior showmanship,1,https://www.akc.org/wp-content/uploads/2017/10/ANC2016-Conformation-0E9A3956.jpg
junior showmanship,1,https://www.akc.org/wp-content/uploads/2017/10/ANC2016-Conformation-0E9A4143.jpg
junior showmanship,1,https://www.akc.org/wp-content/uploads/2017/10/ANC2016-Conformation-0E9A4134.jpg
junior showmanship,1,https://www.akc.org/wp-content/uploads/2017/10/ANC2016-Conformation-0E9A3956.jpg
junior showmanship,1,https://www.akc.org/wp-content/uploads/2017/10/ANC2016-Conformation-0E9A4143.jpg
junior showmanship,1,https://www.akc.org/wp-content/uploads/2017/10/ANC2016-Conformation-0E9A4134.jpg
junior showmanship,1,https://www.akc.org/wp-content/uploads/2017/10/ANC2016-Conformation-0E9A3956.jpg
